Scientific name,Common name,Order,Family,Trophic level,Num. w plastic,Total num. sampled,FO of plastic,Mean num particles per indv,Habitat,Average depth found,Primary foraging behavior,Commercial status,Aquaculture status,Recreational status,IUCN status,Vulnerability score,Oceanographic province,Year of collection,Publication year,Reference,Quantified microplastic,Method type,Marine/estuarine,Equipment used,Capture purpose,Polymer confirmation,Blanks used,Clean lab procedures used
Cynoscion virescens,Green weakfish,Perciformes,Sciaenidae,4,1,7,0.142857143,0.42857,demersal,38,Active predation,commercial,N,Y,LC,59,GUIA,July 2015-August 2016,2018,Pegado et al. 2018,Y,2,estuarine,bottom trawls,bycatch,FTIR,open-air lab control,yes
Epinephelus itajara,Atlantic goliath grouper,Perciformes,Serranidae,4.1,0,2,0,0,reef-associated,50,Active predation,minor commercial,N,Y,VU,70,GUIA,July 2015-August 2016,2018,Pegado et al. 2018,Y,2,estuarine,bottom trawls,bycatch,FTIR,open-air lab control,yes
Genyatremus luteus,Torroto grunt,Perciformes,Haemulidae,3.5,0,8,0,0,demersal,20,Benthic foraging,minor commercial,N,N,LC,35,GUIA,July 2015-August 2016,2018,Pegado et al. 2018,Y,2,estuarine,bottom trawls,bycatch,FTIR,open-air lab control,yes
Gymnothorax ocellatus,Ocellated moray,Anguilliformes,Muraenidae,4.1,0,1,0,0,reef-associated,80.5,Benthic foraging,minor commercial,N,N,LC,58,GUIA,July 2015-August 2016,2018,Pegado et al. 2018,Y,2,estuarine,bottom trawls,bycatch,FTIR,open-air lab control,yes
Haemulon plumierii,White grunt,Perciformes,Haemulidae,3.8,0,13,0,0,reef-associated,21.5,Benthic foraging,minor commercial,N,Y,LC,62,GUIA,July 2015-August 2016,2018,Pegado et al. 2018,Y,2,estuarine,bottom trawls,bycatch,FTIR,open-air lab control,yes
Haemulon steindachneri,Chere-chere grunt,Perciformes,Haemulidae,3.7,0,5,0,0,reef-associated,25,Benthic foraging,minor commercial,N,N,,34,GUIA,July 2015-August 2016,2018,Pegado et al. 2018,Y,2,estuarine,bottom trawls,bycatch,FTIR,open-air lab control,yes
Lutjanus analis,Mutton snapper,Perciformes,Lutjanidae,3.9,1,3,0.333333,0.333333,reef-associated,60,Benthic foraging,highly commercial,N,Y,NT,55,GUIA,July 2015-August 2016,2018,Pegado et al. 2018,Y,2,estuarine,bottom trawls,bycatch,FTIR,open-air lab control,yes
Lutjanus synagris,Lane snapper,Perciformes,Lutjanidae,3.8,1,2,0.5,0.5,reef-associated,45.5,Benthic foraging,commercial,N,Y,NT,37,GUIA,July 2015-August 2016,2018,Pegado et al. 2018,Y,2,estuarine,bottom trawls,bycatch,FTIR,open-air lab control,yes
Macrodon ancylodon,King weakfish,Perciformes,Sciaenidae,3.9,1,13,0.076923077,0.153846,demersal,30,Particulate feeder,minor commercial,N,N,LC,36,GUIA,July 2015-August 2016,2018,Pegado et al. 2018,Y,2,estuarine,bottom trawls,bycatch,FTIR,open-air lab control,yes
Menticirrhus americanus,Southern kingcroaker,Perciformes,Sciaenidae,3.5,0,1,0,0,demersal,20,Benthic foraging,commercial,N,Y,LC,38,GUIA,July 2015-August 2016,2018,Pegado et al. 2018,Y,2,estuarine,bottom trawls,bycatch,FTIR,open-air lab control,yes
Micropogonias furnieri,Whitemouth croaker,Perciformes,Sciaenidae,3.1,0,6,0,0,demersal,30,Benthic foraging,highly commercial,N,N,LC,31,GUIA,July 2015-August 2016,2018,Pegado et al. 2018,Y,2,estuarine,bottom trawls,bycatch,FTIR,open-air lab control,yes
Mustelus canis,Dusky smooth-hound,Carcharhiniformes,Triakidae,3.6,0,1,0,0,demersal,400,Active predation,commercial,N,Y,NT,87,GUIA,July 2015-August 2016,2018,Pegado et al. 2018,Y,2,estuarine,bottom trawls,bycatch,FTIR,open-air lab control,yes
Mustelus higmani,Smalleye smooth-hound,Carcharhiniformes,Triakidae,3.6,0,2,0,0,demersal,450.5,Active predation,commercial,N,N,LC,47,GUIA,July 2015-August 2016,2018,Pegado et al. 2018,Y,2,estuarine,bottom trawls,bycatch,FTIR,open-air lab control,yes
Narcine brasiliensis,Brazilian electric ray,Torpediniformes,Narcinidae,3.2,1,6,0.166666667,0.5,reef-associated,22,Benthic foraging,subsistence,N,N,DD,35,GUIA,July 2015-August 2016,2018,Pegado et al. 2018,Y,2,estuarine,bottom trawls,bycatch,FTIR,open-air lab control,yes
Notarius grandicassis,Thomas sea catfish,Siluriformes,Ariidae,4,0,4,0,0,demersal,10.5,,minor commercial,N,N,LC,54,GUIA,July 2015-August 2016,2018,Pegado et al. 2018,Y,2,estuarine,bottom trawls,bycatch,FTIR,open-air lab control,yes
Ophichthus cylindroideus,Dusky snake eel,Anguilliformes,Ophichthidae,4,1,2,0.5,1,demersal,35,,none,N,N,LC,43,GUIA,July 2015-August 2016,2018,Pegado et al. 2018,Y,2,estuarine,bottom trawls,bycatch,FTIR,open-air lab control,yes
Ophichthus ophis,Spotted snake eel,Anguilliformes,Ophichthidae,4.5,0,1,0,0,demersal,25,Active predation,subsistence,N,N,LC,75,GUIA,July 2015-August 2016,2018,Pegado et al. 2018,Y,2,estuarine,bottom trawls,bycatch,FTIR,open-air lab control,yes
Orthopristis ruber,Corocoro grunt,Perciformes,Haemulidae,3.6,0,2,0,0,demersal,35.5,Benthic foraging,commercial,N,N,LC,33,GUIA,July 2015-August 2016,2018,Pegado et al. 2018,Y,2,estuarine,bottom trawls,bycatch,FTIR,open-air lab control,yes
Paralonchurus brasiliensis,Banded croaker,Perciformes,Sciaenidae,3.4,0,6,0,0,demersal,25,Benthic foraging,minor commercial,N,N,LC,25,GUIA,July 2015-August 2016,2018,Pegado et al. 2018,Y,2,estuarine,bottom trawls,bycatch,FTIR,open-air lab control,yes
Peprilus paru,American harvestfish,Perciformes,Stromateidae,4.5,0,2,0,0,benthopelagic,75.5,Particulate feeder,minor commercial,N,N,LC,17,GUIA,July 2015-August 2016,2018,Pegado et al. 2018,Y,2,estuarine,bottom trawls,bycatch,FTIR,open-air lab control,yes
Polydactylus oligodon,Littlescale threadfin,Perciformes,Polynemidae,3.7,1,1,1,3,demersal,,,minor commercial,N,N,LC,27,GUIA,July 2015-August 2016,2018,Pegado et al. 2018,Y,2,estuarine,bottom trawls,bycatch,FTIR,open-air lab control,yes
Polydactylus virginicus,Barbu,Perciformes,Polynemidae,3.7,0,13,0,0,demersal,27.5,Benthic foraging,minor commercial,N,N,LC,22,GUIA,July 2015-August 2016,2018,Pegado et al. 2018,Y,2,estuarine,bottom trawls,bycatch,FTIR,open-air lab control,yes
Pomatomus saltatrix,Bluefish,Perciformes,Pomatomidae,4.5,0,2,0,0,pelagic-oceanic,100,Active predation,highly commercial,N,Y,VU,63,GUIA,July 2015-August 2016,2018,Pegado et al. 2018,Y,2,estuarine,bottom trawls,bycatch,FTIR,open-air lab control,yes
Rachycentron canadum,Cobia,Perciformes,Rachycentridae,4,0,1,0,0,reef-associated,600,Active predation,minor commercial,Y,Y,LC,44,GUIA,July 2015-August 2016,2018,Pegado et al. 2018,Y,2,estuarine,bottom trawls,bycatch,FTIR,open-air lab control,yes
Rhinoptera bonasus,Cownose ray,Myliobatiformes,Myliobatidae,3.2,0,1,0,0,benthopelagic,11,Benthic foraging,minor commercial,N,N,NT,63,GUIA,July 2015-August 2016,2018,Pegado et al. 2018,Y,2,estuarine,bottom trawls,bycatch,FTIR,open-air lab control,yes
Scomberomorus brasiliensis,Serra Spanish mackerel,Perciformes,Scombridae,3.3,0,1,0,0,reef-associated,,Particulate feeder,commercial,N,Y,LC,67,GUIA,July 2015-August 2016,2018,Pegado et al. 2018,Y,2,estuarine,bottom trawls,bycatch,FTIR,open-air lab control,yes
Selene setapinnis,Atlantic moonfish,Perciformes,Carangidae,3.7,0,1,0,0,benthopelagic,27.5,Particulate feeder,highly commercial,N,N,LC,27,GUIA,July 2015-August 2016,2018,Pegado et al. 2018,Y,2,estuarine,bottom trawls,bycatch,FTIR,open-air lab control,yes
Selene vomer,Lookdown,Perciformes,Carangidae,4.3,1,2,0.5,1,demersal,27,Benthic foraging,minor commercial,N,Y,LC,32,GUIA,July 2015-August 2016,2018,Pegado et al. 2018,Y,2,estuarine,bottom trawls,bycatch,FTIR,open-air lab control,yes
Sphyrna tiburo,Bonnethead,Carcharhiniformes,Sphyrnidae,3.9,2,2,1,9,reef-associated,45,Benthic foraging,commercial,N,N,LC,50,GUIA,July 2015-August 2016,2018,Pegado et al. 2018,Y,2,estuarine,bottom trawls,bycatch,FTIR,open-air lab control,yes
Trichiurus lepturus,Largehead hairtail,Perciformes,Trichiuridae,4.4,1,5,0.2,0.2,benthopelagic,294.5,Active predation,highly commercial,N,Y,LC,57,GUIA,July 2015-August 2016,2018,Pegado et al. 2018,Y,2,estuarine,bottom trawls,bycatch,FTIR,open-air lab control,yes
Solea solea,Common sole,Pleuronectiformes,Soleidae,3.2,506,533,0.94934334,8.566604128,demersal,35,Benthic foraging,highly commercial,Y,Y,DD,36,MEDI,"Nov-Dec 2014, 2015",2018,Pellini et al. 2018,Y,3,marine,rapido trawl,plastic study,FTIR,not described,yes
Chaetodipterus faber,Atlantic spadefish,Perciformes,Ephippidae,4.5,48,103,0.466019417,1.38,reef-associated,12.5,Benthic foraging,minor commercial,Y,Y,LC,49,CARB,Sept 2014-Sept 2015,2017,Peters et al. 2017,Y,2,estuarine,hook-and-line,plastic study,none,open-air lab control,yes
Cynoscion arenarius,Sand trout,Perciformes,Sciaenidae,4.2,60,139,0.431654676,0.79,demersal,,Active predation,commercial,N,N,LC,36,CARB,Sept 2014-Sept 2015,2017,Peters et al. 2017,Y,2,estuarine,hook-and-line,plastic study,none,open-air lab control,yes
Lagodon rhomboides,Pinfish,Perciformes,Sparidae,4.4,209,449,0.465478842,0.96,demersal,,Benthic foraging,minor commercial,N,Y,LC,34,CARB,Sept 2014-Sept 2015,2017,Peters et al. 2017,Y,2,estuarine,hook-and-line,plastic study,none,open-air lab control,yes
Menticirrhus americanus,Southern kingcroaker,Perciformes,Sciaenidae,3.5,53,150,0.353333333,,demersal,20,Benthic foraging,commercial,N,Y,LC,38,CARB,Sept 2014-Sept 2015,2017,Peters et al. 2017,Y,2,estuarine,hook-and-line,plastic study,none,open-air lab control,yes
Micropogonias undulatus,Atlantic croaker,Perciformes,Sciaenidae,4,173,383,0.451697128,0.87,demersal,50,Particulate feeder,commercial,experimental,Y,LC,34,CARB,Sept 2014-Sept 2015,2017,Peters et al. 2017,Y,2,estuarine,hook-and-line,plastic study,none,open-air lab control,yes
Orthopristis chrysoptera,Grunt,Perciformes,Haemulidae,3.4,42,157,0.267515924,0.54,demersal,,Benthic foraging,minor commercial,N,N,LC,51,CARB,Sept 2014-Sept 2015,2017,Peters et al. 2017,Y,2,estuarine,hook-and-line,plastic study,none,open-air lab control,yes
Lutjanus campechanus,Red snapper,Perciformes,Lutjanidae,3.9,,2,,,reef-associated,80,Benthic foraging,commercial,N,Y,VU,55,CARB,13-Jul,2015,Phillips and Bonner 2015,Y,2,estuarine,hook-and-line,recreational fishing,FTIR,open-air lab control,yes
Lutjanus griseus,Mangrove snapper,Perciformes,Lutjanidae,4.2,,5,,,reef-associated,93,Benthic foraging,commercial,N,Y,LC,40,CARB,13-Jul,2015,Phillips and Bonner 2015,Y,2,estuarine,hook-and-line,recreational fishing,FTIR,open-air lab control,yes
Lagodon rhomboides,Pinfish,Perciformes,Sparidae,4.4,,48,,,demersal,,Benthic foraging,minor commercial,N,Y,LC,34,CARB,13-Jul,2015,Phillips and Bonner 2015,Y,2,estuarine,hook-and-line,recreational fishing,FTIR,open-air lab control,yes
Pogonias cromis,Black drum,Perciformes,Sciaenidae,3.4,0,1,0,0,demersal,,Benthic foraging,commercial,N,Y,LC,60,CARB,13-Jul,2015,Phillips and Bonner 2015,Y,2,estuarine,hook-and-line,recreational fishing,FTIR,open-air lab control,yes
Micropogonias undulatus,Atlantic croaker,Perciformes,Sciaenidae,4,0,1,0,0,demersal,,Benthic foraging,commercial,experimental,Y,LC,34,CARB,13-Jul,2015,Phillips and Bonner 2015,Y,2,estuarine,hook-and-line,recreational fishing,FTIR,open-air lab control,yes
Sciaenops ocellatus,Redfish,Perciformes,Sciaenidae,3.7,,28,,,demersal,,Particulate feeder,minor commercial,Y,Y,LC,43,CARB,13-Jul,2015,Phillips and Bonner 2015,Y,2,estuarine,hook-and-line,recreational fishing,FTIR,open-air lab control,yes
Cynoscion nebulosus,Spotted seatrout,Perciformes,Sciaenidae,4,,20,,,demersal,,Active predation,commercial,N,Y,LC,58,CARB,13-Jul,2015,Phillips and Bonner 2015,Y,2,estuarine,hook-and-line,recreational fishing,FTIR,open-air lab control,yes
Scomberomorus cavalla,King mackerel,Perciformes,Scombridae,4.4,0,1,0,0,reef-associated,72,Active predation,commercial,N,Y,LC,58,CARB,13-Jul,2015,Phillips and Bonner 2015,Y,2,estuarine,hook-and-line,recreational fishing,FTIR,open-air lab control,yes
Paralichthys lethostigma,Southern flounder,Pleuronectiformes,Paralichthyidae,3.5,,8,,,demersal,,Active predation,commercial,N,Y,NT,44,CARB,13-Jul,2015,Phillips and Bonner 2015,Y,2,estuarine,hook-and-line,recreational fishing,FTIR,open-air lab control,yes
Coryphaena hippurus,Dolphinfish,Perciformes,Coryphaenidae,4.4,,2,,,pelagic-neritic,43,Active predation,highly commercial,Y,Y,LC,40,CARB,13-Jul,2015,Phillips and Bonner 2015,Y,2,estuarine,hook-and-line,recreational fishing,FTIR,open-air lab control,yes
Paralichthys lethostigma,Southern flounder,Pleuronectiformes,Paralichthyidae,3.5,11,12,0.916666667,,demersal,21.5,Benthic foraging,commercial,N,Y,NT,44,MEDI,2016,2018,Piccardo et al. 2018,Y,3,marine,trawling,plastic study,none,not described,yes
Cathorops agassizii,,Siluriformes,Ariidae,4.3,20,60,0.333333333,0.8333,benthopelagic,,,none,N,N,Not assessed,29,GUIA,January 2006-August 2008,2011,Possatto et al. 2011,Y,2,marine,otter trawl,plastic study,none,not described,not described
Cathorops spixii,Madamango sea catfish,Siluriformes,Ariidae,3.5,11,60,0.183333333,0.4583,demersal,25,Benthic foraging,minor commercial,N,N,Not assessed,60,GUIA,January 2006-August 2008,2011,Possatto et al. 2011,Y,2,marine,otter trawl,plastic study,none,not described,not described
Sciades herzbergii,Pemecou sea catfish,Siluriformes,Ariidae,3.3,11,62,0.177419355,0.4435,demersal,,Benthic foraging,minor commercial,N,N,LC,38,GUIA,January 2006-August 2008,2011,Possatto et al. 2011,Y,2,marine,otter trawl,plastic study,none,not described,not described
Aplodactylus punctatus,,Perciformes,Aploactinidae,2,2,10,0.2,,demersal,,Grazing,none,N,N,Not assessed,23,CHIL,2016,2019,Pozo et al. 2019,Y,3,marine,,artisanal fishing,FTIR,lab blank,yes
Eleginops maclovinus,Patagonian blenny,Perciformes,Eleginopsidae,3.5,3,10,0.3,,benthopelagic,,Benthic foraging,minor commercial,N,N,Not assessed,76,CHIL,2016,2019,Pozo et al. 2019,Y,3,marine,,artisanal fishing,FTIR,lab blank,yes
Merluccius gayi,South Pacific hake,Gadiformes,Merluccidae,4.3,1,10,0.1,,bathydemersal,275,Active predation,highly commercial,N,N,DD,61,CHIL,2016,2019,Pozo et al. 2019,Y,3,marine,,artisanal fishing,FTIR,lab blank,yes
Strangomera bentincki,Araucanian herring,Clupeiformes,Clupeidae,2.7,3,10,0.3,,pelagic-neritic,35,Filter-feeder: facultative,highly commercial,N,N,LC,26,CHIL,2016,2019,Pozo et al. 2019,Y,3,marine,,artisanal fishing,FTIR,lab blank,yes
Trachurus murphyi,Chilean jack mackerel,Perciformes,Carangidae,3.3,1,10,0.1,,pelagic-oceanic,158,Particulate feeder,highly commercial,N,N,DD,67,CHIL,2016,2019,Pozo et al. 2019,Y,3,marine,,artisanal fishing,FTIR,lab blank,yes
Diapterus rhombeus,Capitola mojarra,Perciformes,Gerreidae,3,4,44,0.088,0.2727,demersal,39.5,Benthic foraging,minor commercial,N,N,LC,18,GUIA,January 2006-March 2008,2012,Ramos et al. 2012,Y,1,estuarine,otter trawl,plastic study,none,not described,not described
Eucinostomus melanopterus,Flagfin mojarra,Perciformes,Gerreidae,3.4,13,141,0.09,0.2766,demersal,12.5,Benthic foraging,minor commercial,N,N,LC,26,GUIA,January 2006-March 2008,2012,Ramos et al. 2012,Y,1,estuarine,otter trawl,plastic study,none,not described,not described
Eugerres brasilianus,Brazilian mojarra,Perciformes,Gerreidae,3.4,50,240,0.21,0.625,demersal,15,Benthic foraging,commercial,N,N,LC,37,GUIA,January 2006-March 2008,2012,Ramos et al. 2012,Y,1,estuarine,otter trawl,plastic study,none,not described,not described
Engraulis encrasicolus,European anchovy,Clupeiformes,Engraulidae,3.1,73,80,0.91,1.203125,pelagic-neritic,200,Particulate feeder,highly commercial,N,N,LC,25,MEDI,2013-2014,2019,Renzi et al. 2019,Y,3,marine,purse seine,commercial fishing,FTIR,lab blank,yes
Sardina pilchardus,European pilchard,Clupeiformes,Clupeidae,3.1,77,80,0.96,4.456375,pelagic-neritic,100,Particulate feeder,highly commercial,N,N,LC,27,MEDI,2013-2014,2019,Renzi et al. 2019,Y,3,marine,purse seine,commercial fishing,FTIR,lab blank,yes
Boops boops,Bogue,Perciformes,Sparidae,2.8,13,48,0.270833333,0.395833333,demersal,50,Benthic foraging,highly commercial,N,Y,LC,50,MEDI,2015,2019,Rios-Fuster et al. 2019,Y,2,marine,,plastic study,none,open-air lab control,yes
Engraulis encrasicolus,Anchovy,Clupeiformes,Engraulidae,3.1,1,80,0.0125,0.0125,pelagic-neritic,200,Particulate feeder,highly commercial,N,N,LC,25,MEDI,2015,2019,Rios-Fuster et al. 2019,Y,2,marine,,plastic study,none,open-air lab control,yes
Sardina pilchardus,European sardine,Clupeiformes,Clupeidae,3.1,4,20,0.2,0.4,pelagic-neritic,100,Particulate feeder,highly commercial,N,N,LC,27,MEDI,2015,2019,Rios-Fuster et al. 2019,Y,2,marine,,plastic study,none,open-air lab control,yes
Trachurus mediterraneus,Mediterranean horse mackerel,Perciformes,Carangidae,3.8,37,87,0.425287356,1.126436782,pelagic-oceanic,250,Particulate feeder,commercial,N,Y,LC,47,MEDI,2015,2019,Rios-Fuster et al. 2019,Y,2,marine,,plastic study,none,open-air lab control,yes
Atherinopsis californiensis,Jacksmelt,Atheriniformes,Atherinopsidae,2.3,2,7,0.285714286,1.6,pelagic-neritic,15,Particulate feeder,commercial,N,N,LC,33,CCAL,2014,2015,Rochman et al. 2015,Y,3,marine,fish market,fish market,none,lab blank,yes
Citharichthys sordidus,Pacific sanddab,Pleuronectiformes,Paralichthyidae,3.5,3,5,0.6,1,demersal,274.5,Benthic foraging,commercial,N,Y,Not assessed,35,CCAL,2014,2015,Rochman et al. 2015,Y,3,marine,fish market,fish market,none,lab blank,yes
Engraulis mordax,Pacific Anchovy,Clupeiformes,Engraulidae,3.1,3,10,0.3,0.3,pelagic-neritic,109.5,Filter-feeder: facultative,commercial,N,N,LC,30,CCAL,2014,2015,Rochman et al. 2015,Y,3,marine,fish market,fish market,none,lab blank,yes
Morone saxatilis,Striped bass,Perciformes,Moronidae,4.7,2,7,0.285714286,0.9,demersal,30,Benthic foraging,minor commercial,Y,Y,LC,61,CCAL,2014,2015,Rochman et al. 2015,Y,3,marine,fish market,fish market,none,lab blank,yes
Oncorhynchus tshawytscha,Chinook salmon,Salmoniformes,Salmonidae,4.4,1,4,0.25,0.25,benthopelagic,187.5,Benthic foraging,highly commercial,Y,Y,Not assessed,68,CCAL,2014,2015,Rochman et al. 2015,Y,3,marine,fish market,fish market,none,lab blank,yes
Ophiodon elongatus,Lingcod,Scorpaeniformes,Hexagrammidae,4.3,1,11,0.090909091,0.1,demersal,237.5,Active predation,commercial,N,Y,Not assessed,63,CCAL,2014,2015,Rochman et al. 2015,Y,3,marine,fish market,fish market,none,lab blank,yes
Scomber japonicus,Chub mackerel,Perciformes,Scombridae,3.4,0,1,0,0,pelagic-neritic,200,Particulate feeder,highly commercial,Y,Y,LC,34,CCAL,2014,2015,Rochman et al. 2015,Y,3,marine,fish market,fish market,none,lab blank,yes
Sebastes caurinus,Copper rockfish,Scorpaeniformes,Sebastidae,4.1,0,1,0,0,demersal,96.5,Benthic foraging,minor commercial,N,Y,Not assessed,58,CCAL,2014,2015,Rochman et al. 2015,Y,3,marine,fish market,fish market,none,lab blank,yes
Sebastes flavidus,Yellowtail rockfish,Scorpaeniformes,Sebastidae,4.2,1,3,0.333333333,0.3,reef-associated,46,Particulate feeder,commercial,N,Y,Not assessed,56,CCAL,2014,2015,Rochman et al. 2015,Y,3,marine,fish market,fish market,none,lab blank,yes
Sebastes miniatus,Vermilion Rockfish,Scorpaeniformes,Sebastidae,3.9,0,5,0,0,reef-associated,228.5,not listed,minor commercial,N,Y,Not assessed,63,CCAL,2014,2015,Rochman et al. 2015,Y,3,marine,fish market,fish market,none,lab blank,yes
Sebastes mystinus,Blue Rockfish,Scorpaeniformes,Sebastidae,2.7,2,10,0.2,0.2,reef-associated,366.5,Particulate feeder,none,N,Y,Not assessed,56,CCAL,2014,2015,Rochman et al. 2015,Y,3,marine,fish market,fish market,none,lab blank,yes
Thunnus alalunga,Albacore tuna,Perciformes,Scombridae,4.3,0,2,0,0,pelagic-oceanic,300,Active predation,highly commercial,N,Y,NT,58,CCAL,2014,2015,Rochman et al. 2015,Y,3,marine,fish market,fish market,none,lab blank,yes
Decapterus macrosoma,Shortfin scad,Perciformes,Carangidae,3.4,5,17,0.294117647,2.5,reef-associated,50,Particulate feeder,commercial,N,N,LC,17,SUND,2014,2015,Rochman et al. 2015,Y,3,marine,fish market,fish market,none,lab blank,yes
Katsuwonus pelamis,Skipjack tuna,Perciformes,Scombridae,4.4,0,9,0,0,pelagic-oceanic,130,Active predation,highly commercial,N,Y,LC,38,SUND,2014,2015,Rochman et al. 2015,Y,3,marine,fish market,fish market,none,lab blank,yes
Lutjanus gibbus,Humpback red snapper,Perciformes,Lutjanidae,4.1,0,5,0,0,reef-associated,75.5,Benthic foraging,commercial,N,Y,LC,35,SUND,2014,2015,Rochman et al. 2015,Y,3,marine,fish market,fish market,none,lab blank,yes
Oreochromis niloticus,Nile Tilapia,Perciformes,Cichlidae,2,0,5,0,0,benthopelagic,10,Grazing,highly commercial,Y,N,LC,30,SUND,2014,2015,Rochman et al. 2015,Y,3,marine,fish market,fish market,none,lab blank,yes
