,Scientific name,Common name,Order,Family,Trophic level,Num. w plastic,Total num. sampled,FO of plastic,Mean num particles per indv,Habitat,Average depth found,Primary foraging behavior,Commercial status,Aquaculture status,Recreational status,IUCN status,Vulnerability score,Oceanographic province,Year of collection,Publication year,Reference,Quantified microplastic,Method type,Marine/estuarine,Equipment used,Capture purpose,Polymer confirmation,Blanks used,Clean lab procedures used,parsed_date,Risk_0_3,Risk_0_5,Risk_0_10,Risk_0pt5_5,Risk_0pt5_10,Risk_1_5,Risk_1_10,Risk_3_10,Risk_5_10
267,Caranx crysos,Blue runner,Perciformes,Carangidae,4.1,1.0,1.0,1.0,3.0,reef-associated,50.0,Benthic foraging,minor commercial,N,Y,LC,34.0,MEDI,2015,2017,Guven et al. 2017,Y,3,marine,trawling,plastic study,FTIR,open-air lab control,yes,"(Timestamp('2015-01-01 00:00:00'), Timestamp('2015-12-31 00:00:00'))",1,1,1,1,1,1,1,0,0
268,Dentex dentex,Common dentex,Perciformes,Sparidae,4.5,0.0,1.0,0.0,0.0,benthopelagic,100.0,Active predation,commercial,Y,Y,VU,66.0,MEDI,2015,2017,Guven et al. 2017,Y,3,marine,trawling,plastic study,FTIR,open-air lab control,yes,"(Timestamp('2015-01-01 00:00:00'), Timestamp('2015-12-31 00:00:00'))",0,0,0,0,0,0,0,0,0
269,Dentex gibbosus,Pink dentex,Perciformes,Sparidae,4.1,2.0,14.0,0.142857143,0.14,benthopelagic,120.0,Benthic foraging,commercial,N,Y,LC,60.0,MEDI,2015,2017,Guven et al. 2017,Y,3,marine,trawling,plastic study,FTIR,open-air lab control,yes,"(Timestamp('2015-01-01 00:00:00'), Timestamp('2015-12-31 00:00:00'))",1,1,1,0,0,0,0,0,0
270,Diplodus annularis,Annular seabream,Perciformes,Sparidae,3.6,20.0,48.0,0.416666667,0.6,benthopelagic,45.0,Benthic foraging,commercial,N,Y,LC,27.0,MEDI,2015,2017,Guven et al. 2017,Y,3,marine,trawling,plastic study,FTIR,open-air lab control,yes,"(Timestamp('2015-01-01 00:00:00'), Timestamp('2015-12-31 00:00:00'))",1,1,1,1,1,0,0,0,0
271,Lagocephalus spadiceus,Half-smooth golden pufferfish,Tetraodontiformes,Tetraodontidae,3.7,0.0,1.0,0.0,0.0,demersal,,,none,N,N,LC,31.0,MEDI,2015,2017,Guven et al. 2017,Y,3,marine,trawling,plastic study,FTIR,open-air lab control,yes,"(Timestamp('2015-01-01 00:00:00'), Timestamp('2015-12-31 00:00:00'))",0,0,0,0,0,0,0,0,0
272,Lithognathus mormyrus,Sand seabras,Perciformes,Sparidae,3.4,9.0,46.0,0.195652174,0.37,demersal,15.0,Benthic foraging,minor commercial,N,Y,LC,40.0,MEDI,2015,2017,Guven et al. 2017,Y,3,marine,trawling,plastic study,FTIR,open-air lab control,yes,"(Timestamp('2015-01-01 00:00:00'), Timestamp('2015-12-31 00:00:00'))",1,1,1,0,0,0,0,0,0
273,Liza aurata,Golden gray mullet,Mugiliformes,Mugilidae,2.8,14.0,39.0,0.358974359,1.08,pelagic-neritic,,Benthic foraging,commercial,Y,N,LC,35.0,MEDI,2015,2017,Guven et al. 2017,Y,3,marine,trawling,plastic study,FTIR,open-air lab control,yes,"(Timestamp('2015-01-01 00:00:00'), Timestamp('2015-12-31 00:00:00'))",1,1,1,1,1,1,1,0,0
274,Mullus barbatus,Red mullet,Perciformes,Mullidae,3.1,85.0,207.0,0.410628019,0.66,demersal,200.0,Benthic foraging,commercial,N,Y,LC,29.0,MEDI,2015,2017,Guven et al. 2017,Y,3,marine,trawling,plastic study,FTIR,open-air lab control,yes,"(Timestamp('2015-01-01 00:00:00'), Timestamp('2015-12-31 00:00:00'))",1,1,1,1,1,0,0,0,0
275,Mullus surmuletus,Surmullet,Perciformes,Mullidae,3.5,18.0,51.0,0.352941176,0.43,demersal,207.0,Benthic foraging,commercial,N,Y,LC,39.0,MEDI,2015,2017,Guven et al. 2017,Y,3,marine,trawling,plastic study,FTIR,open-air lab control,yes,"(Timestamp('2015-01-01 00:00:00'), Timestamp('2015-12-31 00:00:00'))",1,1,1,0,0,0,0,0,0
276,Nemipterus randalli,Randall's threadfin bream,Perciformes,Nemipteridae,3.7,38.0,135.0,0.281481481,0.53,demersal,236.0,,minor commercial,N,N,Not assessed,18.0,MEDI,2015,2017,Guven et al. 2017,Y,3,marine,trawling,plastic study,FTIR,open-air lab control,yes,"(Timestamp('2015-01-01 00:00:00'), Timestamp('2015-12-31 00:00:00'))",1,1,1,1,1,0,0,0,0
277,Pagellus acarne,Axillary seabream,Perciformes,Sparidae,3.8,25.0,52.0,0.480769231,0.85,benthopelagic,70.0,Benthic foraging,commercial,N,Y,LC,43.0,MEDI,2015,2017,Guven et al. 2017,Y,3,marine,trawling,plastic study,FTIR,open-air lab control,yes,"(Timestamp('2015-01-01 00:00:00'), Timestamp('2015-12-31 00:00:00'))",1,1,1,1,1,0,0,0,0
278,Pagellus erythrinus,Common pandora,Perciformes,Sparidae,3.5,12.0,54.0,0.222222222,0.24,benthopelagic,60.0,Benthic foraging,commercial,N,Y,LC,40.0,MEDI,2015,2017,Guven et al. 2017,Y,3,marine,trawling,plastic study,FTIR,open-air lab control,yes,"(Timestamp('2015-01-01 00:00:00'), Timestamp('2015-12-31 00:00:00'))",1,1,1,0,0,0,0,0,0
279,Pagrus pagrus,Red porgy,Perciformes,Sparidae,3.9,2.0,9.0,0.222222222,0.67,benthopelagic,45.0,Benthic foraging,commercial,Y,Y,LC,66.0,MEDI,2015,2017,Guven et al. 2017,Y,3,marine,trawling,plastic study,FTIR,open-air lab control,yes,"(Timestamp('2015-01-01 00:00:00'), Timestamp('2015-12-31 00:00:00'))",1,1,1,1,1,0,0,0,0
280,Pelates quadrilineatus,Fourlined terapon,Perciformes,Terapontidae,3.5,38.0,135.0,0.281481481,0.45,reef-associated,,Benthic foraging,minor commercial,N,N,Not assessed,29.0,MEDI,2015,2017,Guven et al. 2017,Y,3,marine,trawling,plastic study,FTIR,open-air lab control,yes,"(Timestamp('2015-01-01 00:00:00'), Timestamp('2015-12-31 00:00:00'))",1,1,1,0,0,0,0,0,0
281,Pomadasys incisus,Bastard grunt,Perciformes,Haemulidae,3.8,9.0,29.0,0.310344828,0.41,demersal,55.0,Benthic foraging,minor commercial,N,N,LC,40.0,MEDI,2015,2017,Guven et al. 2017,Y,3,marine,trawling,plastic study,FTIR,open-air lab control,yes,"(Timestamp('2015-01-01 00:00:00'), Timestamp('2015-12-31 00:00:00'))",1,1,1,0,0,0,0,0,0
282,Sardina pilchardus,European pilchard,Clupeiformes,Clupeidae,3.1,4.0,7.0,0.571428571,1.57,pelagic-neritic,100.0,Particulate feeder,highly commercial,N,N,LC,27.0,MEDI,2015,2017,Guven et al. 2017,Y,3,marine,trawling,plastic study,FTIR,open-air lab control,yes,"(Timestamp('2015-01-01 00:00:00'), Timestamp('2015-12-31 00:00:00'))",1,1,1,1,1,1,1,0,0
283,Saurida undosquamis,Brushtooth lizardfish,Aulopiformes,Synodontidae,4.5,36.0,99.0,0.363636364,0.62,reef-associated,175.5,Active predation,minor commercial,N,N,LC,39.0,MEDI,2015,2017,Guven et al. 2017,Y,3,marine,trawling,plastic study,FTIR,open-air lab control,yes,"(Timestamp('2015-01-01 00:00:00'), Timestamp('2015-12-31 00:00:00'))",1,1,1,1,1,0,0,0,0
284,Sciaena umbra,Brown meagre,Perciformes,Sciaenidae,3.8,1.0,1.0,1.0,1.0,demersal,,Benthic foraging,commercial,N,N,NT,64.0,MEDI,2015,2017,Guven et al. 2017,Y,3,marine,trawling,plastic study,FTIR,open-air lab control,yes,"(Timestamp('2015-01-01 00:00:00'), Timestamp('2015-12-31 00:00:00'))",1,1,1,1,1,0,0,0,0
285,Scomber japonicus,Chub mackerel,Perciformes,Scombridae,3.4,4.0,7.0,0.571428571,5.86,pelagic-neritic,200.0,Particulate feeder,highly commercial,Y,Y,LC,34.0,MEDI,2015,2017,Guven et al. 2017,Y,3,marine,trawling,plastic study,FTIR,open-air lab control,yes,"(Timestamp('2015-01-01 00:00:00'), Timestamp('2015-12-31 00:00:00'))",2,2,1,2,1,2,1,1,1
286,Serranus cabrilla,Comber,Perciformes,Serranidae,3.4,2.0,6.0,0.333333333,0.67,demersal,252.5,Benthic foraging,commercial,Y,Y,LC,36.0,MEDI,2015,2017,Guven et al. 2017,Y,3,marine,trawling,plastic study,FTIR,open-air lab control,yes,"(Timestamp('2015-01-01 00:00:00'), Timestamp('2015-12-31 00:00:00'))",1,1,1,1,1,0,0,0,0
287,Siganus luridus,Dusky spinefish,Perciformes,Siganidae,2.0,9.0,15.0,0.6,1.67,reef-associated,,Grazing,minor commercial,N,N,LC,39.0,MEDI,2015,2017,Guven et al. 2017,Y,3,marine,trawling,plastic study,FTIR,open-air lab control,yes,"(Timestamp('2015-01-01 00:00:00'), Timestamp('2015-12-31 00:00:00'))",1,1,1,1,1,1,1,0,0
288,Sparus aurata,Gilthead seabream,Perciformes,Sparidae,3.7,30.0,110.0,0.272727273,0.42,demersal,15.5,Benthic foraging,commercial,Y,Y,LC,40.0,MEDI,2015,2017,Guven et al. 2017,Y,3,marine,trawling,plastic study,FTIR,open-air lab control,yes,"(Timestamp('2015-01-01 00:00:00'), Timestamp('2015-12-31 00:00:00'))",1,1,1,0,0,0,0,0,0
289,Trachurus mediterraneus,Mediterranean horse mackerel,Perciformes,Carangidae,3.8,47.0,98.0,0.479591837,1.06,pelagic-oceanic,,Particulate feeder,commercial,N,Y,LC,47.0,MEDI,2015,2017,Guven et al. 2017,Y,3,marine,trawling,plastic study,FTIR,open-air lab control,yes,"(Timestamp('2015-01-01 00:00:00'), Timestamp('2015-12-31 00:00:00'))",1,1,1,1,1,1,1,0,0
290,Trigla lucerna,Tub gurnard,Scorpaeniformes,Triglidae,4.0,5.0,24.0,0.208333333,0.33,demersal,169.0,Benthic foraging,commercial,N,Y,LC,40.0,MEDI,2015,2017,Guven et al. 2017,Y,3,marine,trawling,plastic study,FTIR,open-air lab control,yes,"(Timestamp('2015-01-01 00:00:00'), Timestamp('2015-12-31 00:00:00'))",1,1,1,0,0,0,0,0,0
291,Umbrina cirrosa,Shi drum,Perciformes,Sciaenidae,3.4,0.0,1.0,0.0,0.0,demersal,50.0,Benthic foraging,minor commercial,experimental,Y,Not assessed,40.0,MEDI,2015,2017,Guven et al. 2017,Y,3,marine,trawling,plastic study,FTIR,open-air lab control,yes,"(Timestamp('2015-01-01 00:00:00'), Timestamp('2015-12-31 00:00:00'))",0,0,0,0,0,0,0,0,0
292,Upeneus moluccensis,Goldband goatfish,Perciformes,Mullidae,3.6,6.0,18.0,0.333333333,0.33,reef-associated,65.0,Benthic foraging,commercial,N,N,LC,22.0,MEDI,2015,2017,Guven et al. 2017,Y,3,marine,trawling,plastic study,FTIR,open-air lab control,yes,"(Timestamp('2015-01-01 00:00:00'), Timestamp('2015-12-31 00:00:00'))",1,1,1,0,0,0,0,0,0
293,Upeneus pori,Por's goatfish,Perciformes,Mullidae,3.5,23.0,78.0,0.294871795,0.36,demersal,10.0,Benthic foraging,none,N,N,Not assessed,35.0,MEDI,2015,2017,Guven et al. 2017,Y,3,marine,trawling,plastic study,FTIR,open-air lab control,yes,"(Timestamp('2015-01-01 00:00:00'), Timestamp('2015-12-31 00:00:00'))",1,1,1,0,0,0,0,0,0
294,Acanthopagrus australis,Yellowfin bream,Perciformes,Sparidae,3.1,6.0,24.0,0.25,1.6,demersal,,Benthic foraging,commercial,Y,Y,LC,55.0,AUSE,March 2015-June 2015,2018,Halstead et al. 2018,Y,2,estuarine,"nets, hook-and-line",plastic study,FTIR,lab blank,yes,"(Timestamp('2015-03-01 00:00:00'), Timestamp('2015-06-01 00:00:00'))",1,1,1,1,1,1,1,0,0
295,Mugil cephalus,Flathead gray mullet,Mugiliformes,Mugilidae,2.5,29.0,45.0,0.64,4.6,benthopelagic,60.0,Benthic foraging,highly commercial,Y,Y,LC,42.0,AUSE,March 2015-June 2015,2018,Halstead et al. 2018,Y,2,estuarine,"nets, hook-and-line",plastic study,FTIR,lab blank,yes,"(Timestamp('2015-03-01 00:00:00'), Timestamp('2015-06-01 00:00:00'))",2,1,1,1,1,1,1,1,0
296,Gerres subfasciatus,silverbiddy,Perciformes,Gerreidae,3.3,5.0,24.0,0.21,0.2,demersal,21.0,Benthic foraging,none,N,N,LC,20.0,AUSE,March 2015-June 2015,2018,Halstead et al. 2018,Y,2,estuarine,"nets, hook-and-line",plastic study,FTIR,lab blank,yes,"(Timestamp('2015-03-01 00:00:00'), Timestamp('2015-06-01 00:00:00'))",1,1,1,0,0,0,0,0,0
297,Clupea harengus,Atlantic herring,Clupeiformes,Clupeidae,3.4,0.0,131.0,0.0,0.0,benthopelagic,200.0,Filter-feeder: facultative,highly commercial,N,Y,LC,39.0,NECS,January 2013,2017,Hermsen et al. 2017,Y,3,marine,trawling,plastic study,FTIR,lab blank,yes,"(Timestamp('2013-01-01 00:00:00'), Timestamp('2013-01-31 00:00:00'))",0,0,0,0,0,0,0,0,0
298,Limanda limanda,Common dab,Pleuronectiformes,Scophthalmidae,3.4,0.0,100.0,0.0,0.0,demersal,85.0,Benthic foraging,commercial,N,N,LC,40.0,NECS,January 2013,2017,Hermsen et al. 2017,Y,3,marine,trawling,plastic study,FTIR,lab blank,yes,"(Timestamp('2013-01-01 00:00:00'), Timestamp('2013-01-31 00:00:00'))",0,0,0,0,0,0,0,0,0
299,Merlangius merlangus,Whiting,Gadiformes,Gadidae,4.4,0.0,28.0,0.0,0.0,benthopelagic,65.0,Active predation,highly commercial,N,Y,LC,38.0,NECS,January 2013,2017,Hermsen et al. 2017,Y,3,marine,trawling,plastic study,FTIR,lab blank,yes,"(Timestamp('2013-01-01 00:00:00'), Timestamp('2013-01-31 00:00:00'))",0,0,0,0,0,0,0,0,0
300,Sprattus sprattus,European sprat,Clupeiformes,Clupeidae,3.0,1.0,141.0,0.007092199,0.0142,pelagic-neritic,80.0,Particulate feeder,highly commercial,N,N,LC,33.0,NECS,January 2013,2017,Hermsen et al. 2017,Y,3,marine,trawling,plastic study,FTIR,lab blank,yes,"(Timestamp('2013-01-01 00:00:00'), Timestamp('2013-01-31 00:00:00'))",1,1,1,0,0,0,0,0,0
301,Scomber colias,Atlantic chub mackerel,Perciformes,Scombridae,3.9,94.0,120.0,0.783333333,2.17,pelagic-oceanic,158.0,Particulate feeder,none,N,N,LC,43.0,CNRY,2017,2019,Herrera et al. 2019,Y,3,marine,purse seine,artisanal fishing,FTIR,open-air lab control,yes,"(Timestamp('2017-01-01 00:00:00'), Timestamp('2017-12-31 00:00:00'))",1,1,1,1,1,1,1,0,0
302,Ammodytes personatus,Pacific sand lance,Perciformes,Ammodytidae,3.1,11.0,734.0,0.014986376,0.07493188,demersal,86.0,Particulate feeder,highly commercial,N,N,Not assessed,26.0,CCAL,2009-2016,2018,Hipfner et al. 2018,Y,2,marine,collected from seabirds,plastic study,FTIR,open-air lab control,yes,"(Timestamp('2009-01-01 00:00:00'), Timestamp('2016-12-31 00:00:00'))",1,1,1,0,0,0,0,0,0
303,Clupea pallasii,Pacific herring,Clupeiformes,Clupeidae,3.2,4.0,205.0,0.019512195,0.248780488,pelagic-neritic,237.5,Filter-feeder: facultative,highly commercial,N,Y,Not assessed,28.0,CCAL,2009-2016,2018,Hipfner et al. 2018,Y,2,marine,collected from seabirds,plastic study,FTIR,open-air lab control,yes,"(Timestamp('2009-01-01 00:00:00'), Timestamp('2016-12-31 00:00:00'))",1,1,1,0,0,0,0,0,0
304,Lates calcarifer,Asian sea bass,Perciformes,Latidae,3.8,2.0,2.0,1.0,1268.5,demersal,25.0,Active predation,highly commercial,Y,Y,Not assessed,69.0,SUND,October 2016,2017,Ibrahim et al. 2017,Y,3,estuarine,"drift net, aquaculture","plastic study, aquaculture",FTIR,not described,vaguely mentioned,"(Timestamp('2016-10-01 00:00:00'), Timestamp('2016-10-31 00:00:00'))",2,2,2,2,2,2,2,2,2
305,Acanthogobius hasta,Asian freshwater goby,Perciformes,Gobiidae,3.6,18.0,18.0,1.0,5.3,demersal,,,none,N,N,Not assessed,45.0,CHIN,2015,2017,Jabeen et al. 2017,Y,3,marine,fish market,fish market,FTIR,lab blank,yes,"(Timestamp('2015-01-01 00:00:00'), Timestamp('2015-12-31 00:00:00'))",2,2,1,2,1,2,1,1,1
306,Branchiostegus japonicus,Horsehead tilefish,Perciformes,Malacanthidae,3.4,18.0,18.0,1.0,4.6,demersal,115.0,Particulate feeder,commercial,N,N,LC,35.0,CHIN,2015,2017,Jabeen et al. 2017,Y,3,marine,fish market,fish market,FTIR,lab blank,yes,"(Timestamp('2015-01-01 00:00:00'), Timestamp('2015-12-31 00:00:00'))",2,1,1,1,1,1,1,1,0
307,Coilia nasus,Japanese grenadier herring,Clupeiformes,Engraulidae,3.0,18.0,18.0,1.0,4.0,pelagic-neritic,,Filter-feeder: facultative,commercial,N,N,EN,33.0,CHIN,2015,2017,Jabeen et al. 2017,Y,3,marine,fish market,fish market,FTIR,lab blank,yes,"(Timestamp('2015-01-01 00:00:00'), Timestamp('2015-12-31 00:00:00'))",2,1,1,1,1,1,1,1,0
308,Collichthys lucidus,Light maigre,Perciformes,Sciaenidae,3.6,18.0,18.0,1.0,6.2,demersal,45.0,Benthic foraging,none,N,N,Not assessed,17.0,CHIN,2015,2017,Jabeen et al. 2017,Y,3,marine,fish market,fish market,FTIR,lab blank,yes,"(Timestamp('2015-01-01 00:00:00'), Timestamp('2015-12-31 00:00:00'))",2,2,1,2,1,2,1,1,1
309,Cynoglossus abbreviatus,Three-lined tounge sole,Pleuronectiformes,Cynoglossidae,3.5,18.0,18.0,1.0,6.9,demersal,52.5,Benthic foraging,commercial,N,N,Not assessed,47.0,CHIN,2015,2017,Jabeen et al. 2017,Y,3,marine,fish market,fish market,FTIR,lab blank,yes,"(Timestamp('2015-01-01 00:00:00'), Timestamp('2015-12-31 00:00:00'))",2,2,1,2,1,2,1,1,1
310,Harpadon nehereus,Bombay duck,Aulopiformes,Synodontidae,4.2,18.0,18.0,1.0,3.8,benthopelagic,50.0,Active predation,highly commercial,N,N,Not assessed,18.0,CHIN,2015,2017,Jabeen et al. 2017,Y,3,marine,fish market,fish market,FTIR,lab blank,yes,"(Timestamp('2015-01-01 00:00:00'), Timestamp('2015-12-31 00:00:00'))",2,1,1,1,1,1,1,1,0
311,Hyporhamphus intermedius,Asian pencil halfbeak,Beloniformes,Hemiramphidae,3.4,18.0,18.0,1.0,3.7,pelagic-neritic,,Particulate feeder,commercial,N,N,Not assessed,21.0,CHIN,2015,2017,Jabeen et al. 2017,Y,3,marine,fish market,fish market,FTIR,lab blank,yes,"(Timestamp('2015-01-01 00:00:00'), Timestamp('2015-12-31 00:00:00'))",2,1,1,1,1,1,1,1,0
312,Larimichthys crocea,Large yellow croaker,Perciformes,Sciaenidae,3.7,18.0,18.0,1.0,4.6,benthopelagic,60.0,Particulate feeder,highly commercial,Y,N,Not assessed,42.0,CHIN,2015,2017,Jabeen et al. 2017,Y,3,marine,fish market,fish market,FTIR,lab blank,yes,"(Timestamp('2015-01-01 00:00:00'), Timestamp('2015-12-31 00:00:00'))",2,1,1,1,1,1,1,1,0
313,Lateolabrax japonicus,Japanese seabass,Perciformes,Lateolabracidae,3.1,18.0,18.0,1.0,2.1,reef-associated,,Particulate feeder,commercial,Y,Y,Not assessed,52.0,CHIN,2015,2017,Jabeen et al. 2017,Y,3,marine,fish market,fish market,FTIR,lab blank,yes,"(Timestamp('2015-01-01 00:00:00'), Timestamp('2015-12-31 00:00:00'))",1,1,1,1,1,1,1,0,0
314,Mugil cephalus,Flathead gray mullet,Mugiliformes,Mugilidae,2.5,18.0,18.0,1.0,3.7,benthopelagic,5.0,Benthic foraging,highly commercial,Y,Y,LC,42.0,CHIN,2015,2017,Jabeen et al. 2017,Y,3,marine,fish market,fish market,FTIR,lab blank,yes,"(Timestamp('2015-01-01 00:00:00'), Timestamp('2015-12-31 00:00:00'))",2,1,1,1,1,1,1,1,0
315,Muraenesox cinereus,Daggertooth pike conger,Anguilliformes,Muraenesocidae,4.4,18.0,18.0,1.0,2.4,demersal,150.0,Active predation,highly commercial,Y,Y,Not assessed,62.0,CHIN,2015,2017,Jabeen et al. 2017,Y,3,marine,fish market,fish market,FTIR,lab blank,yes,"(Timestamp('2015-01-01 00:00:00'), Timestamp('2015-12-31 00:00:00'))",1,1,1,1,1,1,1,0,0
316,Oxyeleotris marmorata,Marble goby,Perciformes,Eleotridae,3.9,18.0,18.0,1.0,4.2,demersal,10.0,Benthic foraging,commercial,Y,N,LC,61.0,CHIN,2015,2017,Jabeen et al. 2017,Y,3,marine,fish market,fish market,FTIR,lab blank,yes,"(Timestamp('2015-01-01 00:00:00'), Timestamp('2015-12-31 00:00:00'))",2,1,1,1,1,1,1,1,0
317,Pampus cinereus,Silver pomfret,Perciformes,Stromateidae,3.3,18.0,18.0,1.0,3.0,benthopelagic,57.5,Particulate feeder,highly commercial,N,N,Not assessed,31.0,CHIN,2015,2017,Jabeen et al. 2017,Y,3,marine,fish market,fish market,FTIR,lab blank,yes,"(Timestamp('2015-01-01 00:00:00'), Timestamp('2015-12-31 00:00:00'))",1,1,1,1,1,1,1,0,0
318,Photopectoralis bindus,Orangefin ponyfish,Perciformes,Leiognathidae,2.9,18.0,18.0,1.0,4.1,demersal,81.0,Benthic foraging,minor commercial,N,N,Not assessed,15.0,CHIN,2015,2017,Jabeen et al. 2017,Y,3,marine,fish market,fish market,FTIR,lab blank,yes,"(Timestamp('2015-01-01 00:00:00'), Timestamp('2015-12-31 00:00:00'))",2,1,1,1,1,1,1,1,0
319,Planiliza haematocheilus,So-iuy mullet,Mugiliformes,Mugilidae,2.5,18.0,18.0,1.0,3.3,pelagic-neritic,7.5,Benthic foraging,commercial,N,N,Not assessed,58.0,CHIN,2015,2017,Jabeen et al. 2017,Y,3,marine,fish market,fish market,FTIR,lab blank,yes,"(Timestamp('2015-01-01 00:00:00'), Timestamp('2015-12-31 00:00:00'))",2,1,1,1,1,1,1,1,0
320,Psenopsis anomala,Pacific rudderfish,Perciformes,Centrolophidae,4.0,18.0,18.0,1.0,1.1,benthopelagic,185.0,Particulate feeder,commercial,N,N,LC,32.0,CHIN,2015,2017,Jabeen et al. 2017,Y,3,marine,fish market,fish market,FTIR,lab blank,yes,"(Timestamp('2015-01-01 00:00:00'), Timestamp('2015-12-31 00:00:00'))",1,1,1,1,1,1,1,0,0
321,Repomucenus planus,Japanese darter dragonet,Perciformes,Callionymidae,3.2,18.0,18.0,1.0,4.8,demersal,,not listed,none,N,N,Not assessed,18.0,CHIN,2015,2017,Jabeen et al. 2017,Y,3,marine,fish market,fish market,FTIR,lab blank,yes,"(Timestamp('2015-01-01 00:00:00'), Timestamp('2015-12-31 00:00:00'))",2,1,1,1,1,1,1,1,0
322,Sebastiscus marmoratus,False kelpfish,Scorpaeniformes,Sebastidae,3.7,18.0,18.0,1.0,4.2,demersal,,,commercial,Y,Y,Not assessed,33.0,CHIN,2015,2017,Jabeen et al. 2017,Y,3,marine,fish market,fish market,FTIR,lab blank,yes,"(Timestamp('2015-01-01 00:00:00'), Timestamp('2015-12-31 00:00:00'))",2,1,1,1,1,1,1,1,0
323,Sillago sihama,Silver sillago,Perciformes,Sillaginidae,3.3,18.0,18.0,1.0,2.8,reef-associated,1.0,Benthic foraging,commercial,Y,N,LC,24.0,CHIN,2015,2017,Jabeen et al. 2017,Y,3,marine,fish market,fish market,FTIR,lab blank,yes,"(Timestamp('2015-01-01 00:00:00'), Timestamp('2015-12-31 00:00:00'))",1,1,1,1,1,1,1,0,0
324,Terapon jarbua,Jarbua terapon,Perciformes,Terapontidae,3.9,18.0,18.0,1.0,3.0,demersal,185.0,Active predation,minor commercial,Y,N,LC,37.0,CHIN,2015,2017,Jabeen et al. 2017,Y,3,marine,fish market,fish market,FTIR,lab blank,yes,"(Timestamp('2015-01-01 00:00:00'), Timestamp('2015-12-31 00:00:00'))",1,1,1,1,1,1,1,0,0
325,Thamnaconus septentrionalis,,Tetraodontiformes,Monacanthidae,3.4,18.0,18.0,1.0,7.2,demersal,,,none,N,N,Not assessed,35.0,CHIN,2015,2017,Jabeen et al. 2017,Y,3,marine,fish market,fish market,FTIR,lab blank,yes,"(Timestamp('2015-01-01 00:00:00'), Timestamp('2015-12-31 00:00:00'))",2,2,1,2,1,2,1,1,1
326,Alepisaurus ferox,Longnosed lancetfish,Aulopiformes,Alepisauridae,4.0,47.0,192.0,0.244791667,,bathypelagic,915.0,Active predation,none,N,N,LC,83.0,NPTG,November 2010-August 2011,2013,Jantz et al. 2013,Y,1,marine,longline,bycatch,none,,,"(Timestamp('2010-11-01 00:00:00'), Timestamp('2011-08-01 00:00:00'))",2,2,2,2,2,2,2,2,2
327,Eleutheronema tridactylum,Threefinger threadfin,Perciformes,Polynemidae,3.6,3.0,10.0,0.3,1.0,pelagic-neritic,,,minor commercial,N,N,DD,20.0,SUND,2017,2019,Karbalaei et al. 2019,Y,3,marine,fish market,fish market,Raman,field and lab blank,yes,"(Timestamp('2017-01-01 00:00:00'), Timestamp('2017-12-31 00:00:00'))",1,1,1,1,1,0,0,0,0
328,Epinephelus coioides,Orange-spotted grouper,Perciformes,Serranidae,4.0,3.0,10.0,0.3,0.4,reef-associated,50.0,Benthic foraging,commercial,Y,N,LC,58.0,SUND,2017,2019,Karbalaei et al. 2019,Y,3,marine,fish market,fish market,Raman,field and lab blank,yes,"(Timestamp('2017-01-01 00:00:00'), Timestamp('2017-12-31 00:00:00'))",1,1,1,0,0,0,0,0,0
329,Euthynnus affinis,Kawakawa,Perciformes,Scombridae,4.5,0.0,10.0,0.0,0.0,pelagic-neritic,100.0,Active predation,highly commercial,N,Y,LC,37.0,SUND,2017,2019,Karbalaei et al. 2019,Y,3,marine,fish market,fish market,Raman,field and lab blank,yes,"(Timestamp('2017-01-01 00:00:00'), Timestamp('2017-12-31 00:00:00'))",0,0,0,0,0,0,0,0,0
330,Megalaspis cordyla,torpedo scad,Perciformes,Carangidae,3.9,2.0,10.0,0.22,0.2,reef-associated,60.0,Active predation,highly commercial,N,N,LC,29.0,SUND,2017,2019,Karbalaei et al. 2019,Y,3,marine,fish market,fish market,Raman,field and lab blank,yes,"(Timestamp('2017-01-01 00:00:00'), Timestamp('2017-12-31 00:00:00'))",1,1,1,0,0,0,0,0,0
331,Nemipterus bipunctatus,Delagoa threadfin bream,Perciformes,Nemipteridae,3.9,9.0,10.0,0.9,0.1,demersal,59.0,Active predation,minor commercial,N,N,LC,28.0,SUND,2017,2019,Karbalaei et al. 2019,Y,3,marine,fish market,fish market,Raman,field and lab blank,yes,"(Timestamp('2017-01-01 00:00:00'), Timestamp('2017-12-31 00:00:00'))",1,1,1,0,0,0,0,0,0
332,Rastrelliger kanagurta,Indian mackerel,Perciformes,Scombridae,3.2,6.0,10.0,0.55,0.5,pelagic-oceanic,55.0,Particulate feeder,highly commercial,N,Y,DD,21.0,SUND,2017,2019,Karbalaei et al. 2019,Y,3,marine,fish market,fish market,Raman,field and lab blank,yes,"(Timestamp('2017-01-01 00:00:00'), Timestamp('2017-12-31 00:00:00'))",1,1,1,0,0,0,0,0,0
333,Selar boops,Oxeye scad,Perciformes,Carangidae,3.5,0.0,10.0,0.0,0.0,reef-associated,267.5,Particulate feeder,commercial,N,N,LC,14.0,SUND,2017,2019,Karbalaei et al. 2019,Y,3,marine,fish market,fish market,Raman,field and lab blank,yes,"(Timestamp('2017-01-01 00:00:00'), Timestamp('2017-12-31 00:00:00'))",0,0,0,0,0,0,0,0,0
